personas,act_response,context
"[User 1 persona]: [""i've been published in the new yorker magazine.""
 'i have a severe phobia of wide open spaces.']",That's good to hear. Glad you're ok.,"User1: My vehicle was involved in a crash ' 'Are you okay?
User2: Yes, I'm okay. I feel really lucky."
"[User 1 persona]: [""but i'm a frustrated driver.""
 'i love adventures like mountain climbing.']","mmh.  such a beautiful mountain.  don't know about the rest of the park, tho","User1: ha ha well ok that might be alittle scary
User2: Do you know that The mountain is part of the Kilimanjaro National Park and is a major climbing destination?
User1: I know it is a major climbing destination, but I did not know that it is part of the National park. Very interesting!"
[User 1 persona]: ['i like to read.' 'i am a veteran.'],I like to take time to learn new things. It was a means of language in old times. ,"User1: I didn't.  Tell me about it.
User2: It is a language in itself that involves  acquisition, communication, and of sharing information and ideas
User1: That sounds interesting to someone like myself haha, I usually don't hear stuff like that working my 9-5"
[User 1 persona]: ['i love to take my children on nature walks.' 'we have two pets as well.'],good ! glad you all are safe . so whats your hobbies now ?,"User1: A guy cut us off in the car today and almost made us get in a car accident.
User2: Did you follow him home and confront him?
User1: Oh no! I dont care for road rage. I am just glad we were safe!"
[User 1 persona]: ['i live in ahuge mansion.' 'i play for the washington wizards.'],those are seriously the best ! i do them all the time with my kids,"User1: You're right! I love doing that. It's so fun to watch kids play on the park equipment.
User2: Picnic meals at the park are the best with family in my opinion
User1: My mom actually makes us picnic lunches every weekend!"
"[User 1 persona]: [""i'm a mother of three."" 'i go to work early in the morning as a nurse.']",I have owned my own home for some time now.,"User1: i am doing good . working on some drawings for my apartment !
User2: i'm sitting in my own apartment eating pita bread with hummus . yum !
User1: I enjoy renting versus owning, helps be mobile and not go through the home buying and selling process.  How about you?"
"[User 1 persona]: ['my favorite sport is basketball.'
 'i run marathons twice a year , mostly in america.']","i remember shopping at sears  many times. and now they're almost gone,like Blockbuster, another business killed by the internet","User1: i work at sears
User2: How do you like it?  Do you happen to work at one in Indiana?  The first Sears store ever built was in Evansville, Indiana.  I'm sure it was quite the affair at the time.
User1: nope, i'm in texas; there's a sears in irving.  evansville, huh?  did not know that"
"[User 1 persona]: ['i like playing outside in the sun with my dolls.'
 'my daddy brings home flowers for me.']",Oh i'm jealous! I tried tennis and I was terrible at it haha.,"User1: I was in a 5k marathon last weekend and I won first place!
User2: That's pretty awesome. Do you usually run marathons?
User1: Yes, and I love to play tennis!"
"[User 1 persona]: ['when i shower my skin is nearly red from how hard i scrub.'
 'i can t stand clutter or dust.']","No not really, I felt like just having a girl's weekend back here.","User1: did you do anything interesting this weekend ?
User2: i did not . my husband is in vegas playing in a softball tourney .
User1: That's cool. Did you not feel like going?"" 'That sounds like fun!"
"[User 1 persona]: ['i wear contacts.' ""i'm very smart.""]","Did your lottery ticket win?' 'I would be anxious, hopefully you win!","User1: I was at the store and I found a twenty dollar bill on the ground! I was so happy
User2: Nice, what did you do with it?
User1: The first thing i did was to go and buy a lottery ticket!"
"[User 1 persona]: ['i run more then 2 miles a day even though i hate it.'
 'my daughter just graduated college.']",Even though it is a chore I run at least two miles a day for the benefits.,"User1: my main strategy is meditation . mental health comes first .
User2: running can be meditative . . . though i hate running
User1: I hate running also but your right it is meditative"
"[User 1 persona]: [""i don't own any pets."" 'my favorite meal is brunch.']",That's what's best about brunch haha,"User1: I've never been to brunch, but I've heard a few things about it. What's the best part of brunch?
User2: that it's served kind of late :) most people like it because it has some form of alcoholic drink
User1: ah yes, liquid refreshment.  ;)"
"[User 1 persona]: [""i've a parakeet."" 'i love gummy bears.']","When I was young, my favorite candy was gummy bears. My family always bought them for me","User1: I love to see fammilies show affection with each other
User2: Yes. It is very endearing. Our family are the first people we experience in life.
User1: What do you .i' 'Is it still your favorite candy ?"
[User 1 persona]: ['i feel overweight.' 'i want to be desired.'],Do you have a health condition?,"User1: I just got promoted to be a supervisor at my job. I'm so happy that my employer promoted me!
User2: That is great. It is always good to have some recognition for the good job done.
User1: It's great because now I'll be able to afford my medications."
[User 1 persona]: ['i don t eat meat.' 'i read tons of books.'],Who knows where music would be today in that case!,"User1: John Lennon is great.  He was one of the Beatles.
User2: Oh yes, he was a song writer, musician and peace activist
User1: yep.  imagine ... if chapman hadn't killed him.  and maybe george hadn't died of brain cancer"
"[User 1 persona]: ['my hobbies include reading and cycling.'
 'i am the general manager of the local grocery store.']",What's your favorite team?,"User1: yea nothing better to eat during a football game
User2: i love football and basketball
User1: yea, they are great. i really want my favorite team to go to the superbowl next year"
"[User 1 persona]: ['i like to vote.' ""someday i'd like a truck.""]",There is not much humidity where I live in the mountains.,"User1: yes in argentina , its very hot here today , how about there ?
User2: its pretty humid .
User1: i can't stand the humidity"" 'I love the mountains"
[User 1 persona]: ['my favorite season is winter.' 'my eyes are blue.'],Well it's good that you got some rest. What job are you looking for?,"User1: I saw a really scary movie last night.
User2: what movie? did you survive the night?
User1: Ha! Yes and then I woke up and started looking for my next job!"
"[User 1 persona]: ['my mother was born in ireland.'
 ""i've traveled to both ireland and australia.""]","Guess you're only short a pair of shoes... "" 'Any idea who stole them?","User1: Someone stole my shoes!' 'Did they get your shorts too?
User2: No just two pairs of blue adidas shoes"
"[User 1 persona]: ['i own 10 cats.' ""i've long red hair.""]",i read to my kids each night they love it .,"User1: It was so relaxing and contenting to watch my kids play on the waterslide while I grilled yesterday.
User2: I would have had a great time eating your food.
User1: After I grilled, I went in and read the newspaper"
"[User 1 persona]: ['i love pizza.' ""i'm an american citizen.""]",I bet! New York is pretty famous for their pizza. I love oversized jumbo new york style pizza. You can find it in the Adams Morgan neighbourhood in DC :),"User1: Pizza is one of the most popular fast foods in the world
User2: It's certainly popular in MY house!  LOL I prefer homemade, but sometimes I will order it from a chain restaurant or one of the fast food outlets
User1: I love a good NY pizza but they are hard to find"
"[User 1 persona]: ['i like to use a lot of exclamation marks when i type.'
 'i live in chicago.']",I live in Chicago as well and I really enjoy the chill factor of the winds! ,"User1: I love Chicago as well. But the winter's are bad there.
User2: Chicago is actually the third largest metro area with between 9.5 and 9.9 million people.
User1: Is that right! Most people say its to windy but I really enjoy that part of it"
[User 1 persona]: ['i have never met my father.' 'my mother works at a bank.'],"no, i guess not.  been on a walk for alzheimer's last year tho.  no food, no rides, no crafts","User1: I am ready for the Fall Festival.
User2: Sounds like a fun event. What all is there to it?
User1: Tons of fun things! Food, rides and craft items! Usually they benefit something! Have you ever been to one?"
"[User 1 persona]: ['my favorite band is one direction.'
 'my mom is a professional tennis player.']","yeah, ""things"" are always easier with *m.o.n.e.y.*, the j.o.b. i could actually do without XD","User1: one direction is an awesome group . we play their music at the starbucks where i work .
User2: i wish i had a job already .
User1: Yeah, it makes things much easier with a job."
"[User 1 persona]: [""i've recently started working as a freelance designer.""
 'drawing in traditional style is my pasion.']",Do you have any children already or will this be your first?,"User1: Last week my daughter was born
User2: wow, you must have been out of this world
User1: My husband and I are very excited "
"[User 1 persona]: [""i'm twenty one years old.""
 'i am currently going to school to be an artist.']",That's an adorable name. My cat's name is Venus.,"User1: makes sense i am sorry you can't have a puppy they're really cute
User2: well , my cat is adorable . what is your puppy named ?
User1: olive' 'cool' ""um, it's wrinkly and brown?  not sure"
[User 1 persona]: ['my brothers work with me.' 'my family is very important to me.'],"Family is very important to me personally, but I've learned it's important to go your own way. Fleetwood Mac knew it best.","User1: thanks ! i am planning to publish a book about it . it is slow writing it though
User2: got to follow your dreams . following parents dreams leads to unhappiness .
User1: mm hmm.  ""be a doer not a follower""; happiness is difficult enough in this world ..."
"[User 1 persona]: [""i'm in between classes."" 'i am a graduate student.']","I love all animals, but cats are my favorite. What about you?","User1: are you an animal lover ?
User2: they seem to like me . maybe i should have been a vet
User1: Which is your favorite animal ?"
"[User 1 persona]: ['i am a french girl , but i moved to the us last year.'
 'i live with my parents and my little brother.']","Health benefits for one, like a diet rich in nutrients","User1: I just can't see myself adhering to that kind of diet for longer than a week.,
User2: yea but Vegetarianism  is adopted for various reasons so.
User1: What are some of the benefits?"
"[User 1 persona]: ['i love to keep a small garden outside of my house.'
 'my house is located in the countryside.']","If it's close, I will definitely make that happen. Coffee and learning make a great combo","User1: I also find it a relaxing place to spend time.  And my library has a good coffee shop
User2: I wish mine had a coffee shop! Mine just has physical and digital resources for learning.
User1: Maybe you should start coming to my library."
[User 1 persona]: ['i can t stand beets.' 'i can t cook.'],wow . do you think you will get to mars in your lifetime ?,"User1: I think it will take Elon Musk to make the flight faster, though.
User2: Do you think Elon Musk and Space X will achieve their aspirational goal of putting humans on Mars by 2024? Will you be the first on that maiden voyage?
User1: The 5 of us will be the first on the voyage as well as the ones who fund it the most!"
"[User 1 persona]: ['i just bought a new house with my partner.' ""i'm gay.""]",I didn't realize ranches had goats. I've always thought of cattle or horses. Do you have those also?,"User1: how do you do that ? i'll bet it tastes really fresh .
User2: it does taste pretty fresh . do you have any animals on your ranch ?
User1: Yes a goat' 'yes"
[User 1 persona]: ['i am a viking.' 'i like to go fishing on my viking boat.'],Oh shoot. Hey next week my dad and I are going fishing if you want to join us. Maybe you can catch something then.,"User1: I was at home and last minute my dad took me to the Yankees game.
User2: That is so thoughtful of him, did you guys catch a ball? 
User1: Haha, not that time. That was a different time."
[User 1 persona]: ['i like alternative rock.' 'halloween is my favorite holiday.'],"i've been to clearwater before, it's a pretty nice area. Say, did you do anything for Halloween?","User1: I bet that was amazing. That's in Florida right?
User2: Yep. Clearwater is in Pinellas County near Tampa here on the Gulf coast of Florida. Nowadays I live in Palm Harbor.
User1: Gosh I love the beach and wish I could go back."
[User 1 persona]: ['i ve a big family.' 'i graduated college a few years ago.'],I don't think it would taste much different in Libya. Except maybe a little fresher?,"User1: I do love coffee.  How about you?  From where does coffee come?  
User2: the plant has been exported from african countries to countries all around the world!
User1: I wonder how it tastes in Libya."
[User 1 persona]: ['i ve a big family.' 'i was born outside the us.'],OH! We should throw you 2 a party. Can everyone come over?,"User1: Yes very dangerous. I have constant worry when he is at work or out. I'm glad to live in United states
User2: Me too! What is his rank? I know it start off from Deputy Commissioner, all the way to a Detective, and many in between?
User1: He just became detective. It's very exciting for us all!"
"[User 1 persona]: [""i've a pet skunk."" 'i live in a nice attic apartment in portland or.']",nope haha . my pet skunk is currently running around .,"User1: a few years ago . do you do anything for fun ?
User2: i love caring for animals , i've many pets . my weirdest is probably a pet skunk !
User1: A pet skunk? You're not afraid of being sprayed?"
"[User 1 persona]: ['i m originally from london , england.'
 'i recently lost both my parents to an automobile accident.']",I really appreciate the level of safety that BMWs have.,"User1: Me too, they make such nice looking cars.\\
User2: The company was founded in 1916 and the headquarters are in Munich, Bavaria.
User1: I had no idea! You would think since I drive one, I would know the history. "
"[User 1 persona]: [""i've a poster of neil tyson degrasse on my wall.""
 'i love lasagna like i m garfield.']","Yeah definitely, at least most of the time.","User1: i think i talk way too fast to ever command a dog of anything . do you ?
User2: i've two . lucille and dixon .
User1: Do you think it's important to talk slowly to get a dog to listen to you?"
"[User 1 persona]: [""i've two nephews."" 'my brother is in the army.']",No I only took the class to experience something out of the box but I never did anything more with it. That's my brother,"User1: I've been hard at work studying for my math final all this week.
User2: have you taken the test yet
User1: No I havent, have you?"
[User 1 persona]: ['my favorite city is seattle.' 'i work at a factory.'],I was 44 in football. It has stuck with me since.,"User1: 4' 'Four is a pretty cool number. I am a bigger fan of 5, though.
User2: Yeah my favorite number is 32."
"[User 1 persona]: ['i can speak three languages.'
 'i live a nomadic lifestyle and travel frequently.']","Yeah. As much as it can have negative side effects for society, it can do good too.","User1: Thank you for asking! I'm ambivalent. I don't really care all that much. I'm not a user, but I think it should be legalized. So, I guess I do support it.
User2: I find that I agree with you. It's benefits both in the medical and recreational areas are both very positive. I find we are heading in a positive direction.
User1: I actually do really like weed and I think that it is beneficial for many people"
"[User 1 persona]: ['my favorite thing to eat is a burrito.'
 ""i'm close to my mother , but not to my father.""]",That sounds amazing! I have always loved jobs using creativity. ,"User1: i agree with you , i need to live and pursue my dreams .
User2: yeah what is your dreams
User1: I write poetry. It would be nice to make a living off it."
[User 1 persona]: ['my passion is photography.' 'i am a freshman at nyu.'],"yes , life is wonderful and we need to be grateful .","User1: I am so glad that I wake up every day!
User2: Yes! life is a blessing, and we need to make the most of every day.
User1: That's a motto that I live by."" 'I agree. Do you meditate?"
[User 1 persona]: ['my favorite food is pizza.' 'i drive a van.'],I know! I was surprised by this fact too! Do you do any other styles of Dance?,"User1: Interesting. I first fell in love with it while living in New York city.
User2: Salsa originated in New York in the 1970s!
User1: Did it really, I would have figured Spain."
[User 1 persona]: ['i m a student.' 'i think recycling is important.'],"oh wow thats cool, i am a student so I don't get to do things like hunt often","User1: no we don't eat what we hunt lol like sports ?
User2: what do you do when you shoot them
User1: We sell them to friends and family who like game."
[User 1 persona]: ['my favorite animal is the panda.' 'my right foot only has 3 toes.'],"I know right, they are incredibly cute and mischeivous ","User1: i also  love their distinctive black patches all over their body too
User2: Haha yea they are soo cool! Most people dont know that the word ""giant panda"" is actually sometimes used to distinguish it from the unrelated small red panda.
User1: I did not know that. I just love the way they look."
"[User 1 persona]: ['i like to write my own songs.'
 ""i've taken formal music lessons since i was 5.""]",That's the spirit! You should listen to music to help you relax. ,"User1: I am on the fence about pursuing a promotion opportunity at my work. I am nervous that I may not interview well.
User2: Don't be.I am sure you are ready.
User1: You're are right, I shouldn't be afraid of a great opportunity."
"[User 1 persona]: [""i've four cats."" 'i am a vegetarian.']",Last year,"User1: ohh wow agreed. are there types of cancers?
User2: yes, you can basically get it anywhere, Possible signs and symptoms include a lump, abnormal bleeding, prolonged cough
User1: So when was the diagnosis made?"
"[User 1 persona]: ['i love the walking dead.' ""i don't have a job.""]",Lol I hear it's better to ask for forgiveness than permission.,"User1: Once I couldn't resist that glass of whiskey, even though I promised my wife I wouldn't.
User2: Did she find out you broke your promise?
User1: Yeah...I made her a cup of tea before telling her...honey maybe you should drink this lol..."
"[User 1 persona]: ['i was born in france and moved to canada.'
 'my husband is an author and we have twins together.']","No, I don't listen to too much music. I watch TV. I like Supernatural.","User1: hi , i am well . and you ?
User2: i'm well . just finished getting my children to bed .
User1: Me too!!!! Now listening to music. Do you listen to music?"
[User 1 persona]: ['i love eating kale.' 'i have two cats.'],oh ok . that makes more sense now .,"User1: well cora is like my son i had him since i was married
User2: oh i see . so he was your husbands kid ?
User1: yeah but I love him like my own. His real mother doesn't have much to do with him."
[User 1 persona]: ['i m pursuing my law degree.' 'i love reading mysteries in my free time.'],Did you do traditional or modern style? Local show?,"User1: I entered an art exhibition recently. I've been an artist for over 20 years, and just gathered the courage to share my work. I'm glad I did!
User2: Congratulation. How it went?
User1: Really well! My theme was meat in everyday life."
[User 1 persona]: ['i love to dance.' 'i like to go running.'],That sounds awesome. I think i will head out on a hike and do a bit of running as I sit in an office all week. ,"User1: The weekend is finally here, woohoo!
User2: Oh man truer words were never spoken! How are you gonna spend your free time this weekend?
User1: I am going to get outside and do some bicycling and watch some football on TV.  What are you going to do?"
"[User 1 persona]: ['my mother is an immigrant from saudi arabia.'
 'my daughters say i am a great mother.']","It is nice place to visit, the people are friendly","User1: Oh nice! I want to go and visit this year. Can you tell me about it?
User2: If you go, visit a place called aqaba first, Situated in southernmost Jordan, Aqaba is the administrative centerof the Aqaba Governorate there. 
User1: That sounds interesting. "
[User 1 persona]: ['i like to bike.' 'my mother is a teacher.'],Calculus 1?,"User1: Feeling quite confident going in to this exam.
User2: Oh yeah? What is the exam for? I hope you do well.
User1: It's a calculus exam. Thanks!"" 'Yup. It is for my degree program."
"[User 1 persona]: [""i'm more of a cat person than a dog person.""
 'i attend book club every week.']",So far. The biggest issue is when other people don't read the book and you're just uh...well I guess there's nothing to discuss.,"User1: I lovve to read too, But I've never been in a book club.  How do you like it?
User2: It book discussion club . A group of people meet and discuss a book and tell express their opinions
User1: Is it enjoyable?"
[User 1 persona]: ['i work from home.' 'i love watching tv and movies.'],"Yes great idea what kind of dog is he, I had a dog growing up I loved Buddy he was a greater swiss mountain dog.","User1: I can imagine those little Corgis carrying the rings.I wonder where this tradition got its start?
User2: Well is a formal wedding the ring bearer is a special page who carries the rings on a pillow.
User1: My St.Bernard will be carrying the ring in a tiny little beer barrel attached to his collar."
[User 1 persona]: ['i work in retail.' 'i love music.'],That makes a lot of sense. Sometime that's just how it goes though.,"User1: I was at the grocery store yesterday and did something I am not proud of. The cashier gave me too much money back and when I realized it I didn't say anything and kept it.
User2: Did you need the money for something specific? 
User1: No, but I had already left the store and I figured ""why bother?"""
[User 1 persona]: ['my family is poor.' 'i believe in fairytales.'],That is great!! It sounds like it is a good relationship.,"User1: It feels great having a girlfriend who puts her trust in you that you wouldn't do anything to hurt her. My current girlfriend, unlike my ex, has no problems with me going out with my friends occasionally.
User2: That must be so nice having that freedom.
User1: In my current relationship, there is more trust she's not insecure about me going out with friends"
"[User 1 persona]: ['i am a psychology major.' ""i'm a steelers fan.""]",do they ever play justin timberlike ? i love justin timberlike !,"User1: I hadn't thought about that but that
User2: Yeah it's interesting. The show ran for the second time during 1989-1996 with Justin Timberlake, Britney Spears and Christina Aguilera all appeared on the new Mickey Mouse Club.
User1: Britney and Christina are no longer those wholesome teenagers lol."
[User 1 persona]: ['i enjoy running at night.' 'i worked at a movie theater for 4 years.'],That's always nice! I wish I could do that! I work at a movie theater so I have set hours.  ,"User1: i work as an accountant , freelance .' 'that is cool , do you like it ?
User2: Honestly, I do. I get to make my own schedule and name my price."
[User 1 persona]: ['i am 17.' 'i go to a catholic high school in new england.'],"That's hilarious. I love Bob Ross, he's got such cool hair. ","User1: I went skydiving a few years ago. It was a rush!
User2: skydiving is insane to me, how did it go? what reminded you of it?
User1: I was watching Bob Ross, my favorite artist, paint a tree on television last night. The tree looked exactly like the one I landed in."
"[User 1 persona]: ['i get paid over 5 million a year to dribble a ball.'
 'i play basketball.']",Yeah doggy dinner...YUM!,"User1: I looked out my window this morning and saw a skunk staring right back at me!
User2: Wow! How big was it? Did you smell it?
User1: No I'm so glad I didn't tho.my dog sure wanted it.lol"
"[User 1 persona]: ['my friend once bought me a car.' ""i don't eat bread.""]","I'm sorry to hear that. If you don't mind me asking, how did your friends pass away?","User1: it sounds like the really care about you .
User2: yes , i've amazing friends .
User1: Yeah, I had some great friends that passed away in law school."
[User 1 persona]: ['i used to wear a cape.' 'we liked to pretend we were superheroes.'],I like Batman because he's a regular human. He doesn't have super powers.,"User1: I never really like comics when I was young.
User2: Batman was always worth reading. He was created by Bob Kane.
User1: Oh, well I wouldn't know."" 'He just has gadgets, right?"
[User 1 persona]: ['i love to shop.' 'my favorite french fries are from mcdonalds.'],S.E.O. (Seardh engine optimization) companies can help you get hits on youtube also. But they cost money to be effective.,"User1: Can people make money posting videos on YouTube?
User2: Yes you can but no specific numbers, but google did buy the site in 2006 for 1.65 billion
User1: That's interesting. I've done some research but it seems difficult to actually get the viewers. "
"[User 1 persona]: ['i was once offered to play basketball professionally.'
 'i love wearing name band clothing.']","Well, that's wear and tear. You're not to blame.","User1: I have been trying to keep my car running perfect. I am failing.""
User2: What happened to your car?
User1: All the stop and go traffic and hills are killing my transmission"
"[User 1 persona]: [""i'm a librarian."" 'i live in pittsburgh.']",MMMMMMMMMMMMMMMMMMMMMMMM love me those Hershey kisses.,"User1: No, I have not. Though, I have been to Pennsylvania.
User2: Where in Pennsylvania? It's a big state and the 5th most populated in the country.
User1: Hersery Pennsylvania.The chocolate capital of the USA."
[User 1 persona]: ['i am a genius and know over 300 languages.' 'i never met my parents.'],"I understand that, attitudes about hair varies across cultures and historical periods, and age too","User1: I would like it longer, its past my shoulders
User2: Ive been experimenting with letting mine grow, being male its a bit different for me, always kept it short.
User1: Yes, you don't see many males with long hair.  Especially past the shoulders!"
"[User 1 persona]: ['i love playing tennis.' ""i'm the youngest of 3.""]","I fall asleep at times. It's a thing."" 'You think so?!","User1: reading is one of my favorite hobbies !
User2: i like to read but not school texts ! i am working on my law degree . so over it !
User1: That *does* sound exhausting, so I can't blame you."
"[User 1 persona]: [""i've one cat."" 'i like to sew.']",Lol...I'm a bit of a trivia geek.,"User1: I do like to sew, although I don't have as much time for it as I'd like. I did some cross stitch when I was younger. 
User2: Interesting! Are you interested in the history of sewing? Back in the paleolithic age sewing was used to stitch together animal hides for clothing and shelter
User1: Ok, I guess that was a bit out of nowhere!"
[User 1 persona]: ['i type one handed.' 'i prefer summer.'],I know a woman who was actually paid 6 dollars per month to live in an apartment. That's free rent and one pack of cigarettes.,"User1: Really? I lived in something similar to section 8 public housing at one point. How does section 8 work?
User2: well its considered social housing now .. its an umbrella term referring to rental housing which may be owned and managed by the state, by non-profit organizations, or by a combination of the two
User1: I see, that's interesting. It's good that those things exist for people who need it. "
"[User 1 persona]: ['i prefer the night instead of the day.'
 'i spend my evening creating the perfect music playlist.']","Yeah, people don't usually look too kindly on people who like to stay up all night.","User1: Wow! You mean you enjoy the night life?
User2: There's a lot less people to deal with and it's quiet but in several countries night owls are considered B rated. Whereas, early birds are A people
User1: Hmm... I've never heard of that distinction."
"[User 1 persona]: ['i want to be a movie director when i grow up.'
 'my dad and i own over 600 movies.']",That's preposterous. A real crime. Did you tell the baristas what happened?,"User1: So, yesterday morning, some ingrate stole my cappuccino at Starbucks.
User2: How did that happen? I would be so upset.
User1: I went in to pick up my order and someone had already taken it"
"[User 1 persona]: ['i ride a skateboard.' ""i'm a weirdo.""]","Well, I love live music! It's best with bacon and jello. maybe.","User1: Last weekend I was dragged to a live piano performance at a local concert hall.  I came away thinking it might have been one of the best live shows I have ever seen!
User2: That's great, from the sound of it, your probably thought it was going to be boring, huh?
User1: I find them quite long, but once I got a bit of coffee into me it was easier to pay attention and get into it. Very talented musician."
[User 1 persona]: ['i enjoy vacations at the beach.' 'i work for a large hospital.'],I thought I informed you that you couldn't handle any food due to risk of cross contimination. This is serious.,"User1: you are a great dr . thank you . i feel so much better about myself !
User2: i'm glad i could help you .
User1: would you like a pastry as thanks?"
[User 1 persona]: ['i work too much.' 'i think i need a vacation.'],Trying to save the world must be hard. I may work too much but not enough when it comes to conservation.,"User1: you like bill nye ? mexico is neat , i went when i was a youngster
User2: not justvwith work but i am ocd in general . everything has to be perfect and its exhausting
User1: I can understand that. Nothing really ever is perfect. Must be a lot of effort."
[User 1 persona]: ['my favorite food is steak.' 'i have never been to canada.'],very true. The end of Game of Thrones gutted my sensibilities for expecting quality to be consistent. ,"User1: The word I ment was stale
User2: That's true. Most of the 126 original series they have aren't good so you get through the good ones quickly.
User1: That's the way it goes, or the original is good and later ones are lackluster. Consistent quality is hard to come by."
[User 1 persona]: ['i try to eat a balanced diet.' 'i like rollerblading.'],I'm really excited to interview for this job.  I hope I get it!,"User1: I'm ready to meet my interviewer tomorrow.
User2: I'm ready to meet my interviewer tomorrow.
User1: Oh! You're going to an interview too? I just moved here and this interview is super important to me."
"[User 1 persona]: ['my favorite book is anne of green gables.'
 'i love owning nice office supplies.']",What kind of noise is that?,"User1: Hi! Dancing is one of my favorite things to do! 
User2: Same! Ecstatic dancing though is my favorite!because it's like this free form of dancing!
User1: An ancient king named David wrote that we should dance and make a joyful noise. "
"[User 1 persona]: ['my dog s name is wonwon.'
 'i still have a thick accent so words like hippopotamus are difficult.']",My accent is quite thick still.  Some big words are quite difficult for me.,"User1: Do you have an accent from anywhere?
User2: Well yes i do! from venezuela! often accent is a subset of dialect! 
User1: I have a slight southern United States accent, but I can't hear it compared to the people around me."
[User 1 persona]: ['i like to eat cheetos.' 'i like to ski.'],"Makes sense, I don't have any myself so my money goes towards skiing gear mostly. How many kids do you have?","User1: On my birthday my parents give me a decent sized check
User2: Thats awesome. I love getting money as a gift.  Then you get to spend it how you want
User1: thats right!  money is the best gift.  I need it for the kids!"
"[User 1 persona]: ['i like to go to the casino on weekends.'
 ""i'm a financial analyst for a brewery.""]",I do. Every weekend. I like to see if my karma is acting as it should and reevaluate my life accordingly.,"User1: that's great . where about do you both live ?
User2: i live in vegas . right by all casinos
User1: I reside in a rather large city, but it's not as progressive as your home. Gamble much?"
"[User 1 persona]: [""i don't believe in love."" 'i write childrens books.']","Yeah, I've been thinking about doing it myself, but I love meat a little bit too much. How did you get into it, was it difficult?","User1: I'm gone vegetarian for over a year now. I wonder how my blood results will be
User2: I bet they will be a lot better, I heard vegetarian helps a lot with that.
User1: Here's hoping. It's been tricky to give up vices like burgers, but at least I can still enjoy eggs and cheese."
[User 1 persona]: ['i love to take road trips.' 'i live in upstate new york.'],How come? What do you think would change? OR do you just want to hear him in Concert?,"User1: Jimmy Hendrix performed at Woodstock didn't he?
User2: Yes, he and Billy Cox from the Band of Gypsys performed at Woodstock.  Wish I was old enough to have attended!
User1: I really wish he were still around"
"[User 1 persona]: ['i volunteer at the local humane society.'
 ""one day i'd really like to skydive.""]","Yes, it does. It's an amazing feeling of satisfaction you get by helping people in need, specially innocent animals. ","User1: What does the Human Society do?
User2: Humane Society is a group that helps with human or animal suffering.
User1: My business has donated to the Humane Society.  I believe it does important work."
"[User 1 persona]: ['i am still in love with my ex boyfriend.'
 'i love to cook for my family and friends.']","Ha, I was just kidding. You must get people asking you to work on their cars all the time.","User1: I love to work on cars myself.
User2: that muhst be really rewarding. can you fix my2003 kia optima?
User1: Heavens no. I only work on cars that are older than I am. Do they make a 1981 kia?"
"[User 1 persona]: [""i've brown hair."" 'i like sleeping in.']",You could try and cut down on carbs and drink more water every day!,"User1: i am nervous , as per usual .
User2: if you eat healthier like me it could help with those nerves .
User1: What do you mean by ""eat healthier""?"
"[User 1 persona]: ['i have bowled a 300 game twice in my life.'
 'my father is a retired police officer.']","i'll get to cooking, but know that this rocking chair will cost you dearly. As a pro bowler taking time from bowling costs me bigtime.","User1: i'm a professional paid grandmother
User2: a professional paid grandmother ? do you want me to make you a rocking chair ?
User1: I love rocking chairs!' 'How much would it cost?"
[User 1 persona]: ['i am a vegetarian.' 'i read a lot of used books.'],"It is an orchid arrangement. You know us vegetarians, we love our plants!","User1: ha and i'm eating ice cream
User2: i have a flower arrangement that would go well with the ice cream
User1: What kind of flower arrangement?"
[User 1 persona]: ['i have very curly hair.' 'my family came from greece in the 1950s.'],That's interesting! What's your favorite book?,"User1: haha i bet its beautiful . any hobbies ?
User2: it is thanks , no hobbies but cooking . you ?
User1: I like doing solitary stuff, reading, listerning to music, etc."
"[User 1 persona]: ['my youngest sister is in first grade.'
 ""i'm 5 3 and am the shortest person in my family.""]",What is Carolina blue? Is Carolina blue a color associated with a sports team?,"User1: That's my second favorite color!
User2: I like azure best, it's cyan and blue mixed. What's your favorite color?
User1: My favorite color is blue.  Specifically, Carolina blue"
"[User 1 persona]: ['i am a gym rat that loves to play racquetball.'
 'i love most music except country and jazz.']","Fireflies are pretty spectacular, and it's refreshing to see someone with a nature focused hobby these days.","User1: I got a sudden visit from a friend of mine from another country recently.
User2: That's great, I hope he enjoy his/her stay
User1: And, what's good about this is that we will go find some bugs together! I love Fireflies!"
[User 1 persona]: ['i work in public relations.' 'my parents raised me as a buddhist.'],"I love to try new foods, so I like going to parties where the host is a good cook","User1: I always bring beer to parties' ""Well, you're popular then at least.
User2: I am at parties I guess.  Just not with my family"
[User 1 persona]: ['i love to travel.' 'i go to school for business.'],A masters in law sounds difficult.,"User1: How long did it take to get that done?
User2: The program has sixty credits and most masters programs only require about half that.
User1: That's pretty near. I should get my own masters, but in law. I want to fight evil"
[User 1 persona]: ['i like lightning mcqueen.' 'i have a cat named mater.'],Same. It's too hot here.,"User1: I wish it was Fall already.' 'too hot outside?
User2: Yeah, I'm not a fan of hot weather."
"[User 1 persona]: [""i've four siblings."" 'i am the oldest sibling.']",Sounds like it might be time to sit down with the boss and discuss your thoughts and feelings. If moral gets too low it's not good for anybody.,"User1: My manager keep lying to me. He is trying to advantage of me.
User2: Do you want to yell at him and call him a liar?
User1: I do but I have a great job and I dont want to lose it and affect my family"
